inj_period,inj_tp,inj_e,inj_w,inj_k,rec_period,rec_tp,rec_e,rec_w,rec_k,recovered,bic,bic_thresh
925.8613353908942,261.2809242574534,0.7274376011114605,3.2803414852747768,10.922735704133324,,,,,,False,31.871130117579128,35.87190723156656
8607.982392520187,2074.1561864379546,0.3083098090407429,0.24795656084056591,2.558437463409059,,,,,,False,4.442205474188768,35.87190723156656
171.33084352858083,156.5193850164829,0.6321442181843018,3.2915507781919136,80.53205596069233,171.5626076605039,2455674.390470279,0.7211007462090503,-2.903864302413023,123.60814959747671,False,757.8219524905398,35.87190723156656
638308.9010200065,14796.916901926787,0.8632983647538925,2.1453799339128428,197.69748079950267,,,,,,False,-5.209857155917348,35.87190723156656
1.9945942447680385,1.1000661603304265,0.30375319649816857,4.845737287014077,0.2179902639977897,,,,,,False,-5.5438807648747,35.87190723156656
612.2242510151414,467.0865791290351,0.17472199541854055,5.603835725935235,0.10803331012494642,,,,,,False,-5.140415302496876,35.87190723156656
6.204816512610988,1.5765311471285302,0.7526147030154172,1.7633082188299452,90.9133689549097,6.204786500968914,2455197.827167902,0.7700093660194969,1.7689751485354253,93.50842897739362,True,3254.6003505147,35.87190723156656
433.2184290260893,252.02555944597705,0.3083405805596498,0.21073301728855207,863.1156724474087,433.2158478459491,2455301.155306238,0.3110704381207749,0.2188640681880729,865.2692587685765,True,442110.37117974006,35.87190723156656
1096.0282862193237,491.6912203902037,0.4541207338097118,3.3314512879168126,36.55582190742056,1098.358731230672,2455592.459569382,0.43008226322303217,-2.9453474937930175,33.107227124908576,True,487.4399952465985,35.87190723156656
79.84017847658158,23.237966508536097,0.07852156049730749,1.2489316535170405,782.0851780138246,79.83768882033439,2455178.7429830325,0.06486877245295176,0.4663307809823837,770.8006678522826,True,479900.06633095304,35.87190723156656
1.3508759605073113,0.8372599402315659,0.06440575328767172,3.6106484057904304,4.870516908136051,,,,,,False,12.35359007497243,35.87190723156656
587327.4316157767,545871.0475379346,0.7763434186585508,5.449757523389177,994.9850759854755,,,,,,False,35.37482513166981,35.87190723156656
1.4459035157930964,1.0960052508109734,0.6130135038379773,5.351742098806896,0.35017116440999246,,,,,,False,-2.535063884428098,35.87190723156656
750739.9938423486,253114.66428799176,0.016056632967537156,5.143344426900947,306.9819799213354,,,,,,False,-0.8133972832201835,35.87190723156656
289.601569779223,243.85228676295506,0.8225085618715521,2.0379316746889455,2.4782080223968324,,,,,,False,-6.2708828902095775,35.87190723156656
63918.95451820804,3443.639216370983,0.4077134047397616,4.16260715582766,5.915042263737158,,,,,,False,-2.2384894179210733,35.87190723156656
10586.327082924281,10383.294308514738,0.8649435564405746,5.766705417456889,805.642141018335,8902.58960857985,2455822.3670650604,0.847510944707963,-0.5379891326940379,789.9357890611069,True,142896.1126320668,35.87190723156656
350.84896326415156,178.86541193322876,0.08055101262735369,4.579438316731785,0.12309719882602146,,,,,,False,-7.534068513738305,35.87190723156656
653848.279204907,493482.9234820578,0.3991359863370899,2.141612340228085,102.25817203883673,,,,,,False,19.414515679603028,35.87190723156656
141.93911305665736,109.76812085260501,0.6021032356061164,5.969882352999369,0.8684350051781244,,,,,,False,-5.55421067737268,35.87190723156656
16.322862038006242,15.201454614189753,0.4669248939871223,1.0496756807388143,0.11369553973597075,,,,,,False,-7.343768529596275,35.87190723156656
436901.2032419674,127303.86814366568,0.7013992545892638,2.4483936877183723,3.9699617541735464,,,,,,False,-3.6030194775295286,35.87190723156656
41.42993050210699,15.546544794338084,0.7686204653622156,2.3284011651439376,45.43867213735409,41.429872554884554,2455194.3107534363,0.7126461183319337,2.212899477332901,45.23755185415473,True,448.6214414724925,35.87190723156656
12550.315515098402,6822.209961545471,0.7298722126677858,2.054285165458159,0.48126052339739656,,,,,,False,-3.6492983875152163,35.87190723156656
973338.5759597463,808775.431490319,0.1482586822706955,5.885781692986779,335.80545389178616,,,,,,False,-6.742978449980228,35.87190723156656
26408.91197095219,3484.0409076738633,0.1731976966876795,1.2399254064535474,725.1399445238296,26673.090373640392,2462825.4510065955,0.1495237135294865,1.9990130244897408,1160.5540163143128,False,18876.361028868392,35.87190723156656
170.00784222687818,12.09637333109795,0.6032936930775858,0.6031172071895042,0.27926349917699655,,,,,,False,-0.6537507208404918,35.87190723156656
277.03322144160126,128.49322316499936,0.4316145214649454,2.9495828743991943,250.3117371996924,276.9959459592432,2455195.6985283764,0.4352250941674844,2.928663306999818,252.15525744302337,True,26612.116999998703,35.87190723156656
15.806869836454311,10.084196855705512,0.7910793492034792,1.5361283434732633,40.094431628607985,15.806882830918083,2455196.387515697,0.7869885991928967,1.4800839156066157,36.5861139001051,False,347.1348261558686,35.87190723156656
2.1772681644084226,1.9214153957241678,0.19850104265764718,3.2749821503148175,0.10141698088916196,,,,,,False,-8.245472346219913,35.87190723156656
2890.2595755925554,1521.4520791832815,0.0014175590865171729,4.891263247740694,5.946485326549658,,,,,,False,15.961785607484956,35.87190723156656
1.7070958758091868,0.2473367522655307,0.19824587961499762,4.248209811735875,193.61424367634834,1.707097725156353,2455201.843173067,0.17957690174542867,-2.1405038994611507,194.76617878529095,True,21728.649109372913,35.87190723156656
1143.4082289621724,92.87191208810029,0.8757765850151092,2.1316428245591714,223.94272772710266,1145.7172090568351,2454993.7435478847,0.8447610538161665,2.073137318036872,181.62918164649054,True,8566.317919811647,35.87190723156656
2.1280479634524783,0.6375744409265579,0.6134474191563709,3.2006557619974827,952.1983183406537,2.128048873180258,2455201.375123853,1.3425573123467284e-12,1.570787428047727,500.2492002284241,False,504995.9234290551,35.87190723156656
