,jd,mnvel,errvel,bc,inst,tel
0,2453238.758634,113.34912594525184,0.9359193837750029,-24571.39453125,b'j',b'j'
1,2453239.750023,106.00678759818423,0.97607679775998,-24360.60546875,b'j',b'j'
2,2453240.792847,113.02095566313457,0.9557025032167745,-24214.48828125,b'j',b'j'
3,2453369.169213,87.78786421571624,0.8919815100573515,25382.28515625,b'j',b'j'
4,2453370.168229,100.69152543630594,1.1047624215195493,25579.9921875,b'j',b'j'
5,2453425.10853,-7.8363993723814644,0.9784658631961718,23614.150390625,b'j',b'j'
6,2453479.985891,-55.82775548072327,0.9941874824892043,2156.550048828125,b'j',b'j'
7,2453480.827546,-41.93317319572354,0.9562092902427441,2149.0849609375,b'j',b'j'
8,2453483.858252,-77.73050225231496,0.9961143904822635,669.4140014648438,b'j',b'j'
9,2453550.830289,-97.30023270712955,0.9010696580125636,-24322.775390625,b'j',b'j'
10,2453777.107222,44.18584022432833,1.019759632310179,26414.28515625,b'j',b'j'
11,2453841.99566,23.437460371072795,0.9774361219898215,3677.385986328125,b'j',b'j'
12,2453927.855775,-45.39873364604883,0.8938321950620736,-26266.62109375,b'j',b'j'
13,2453984.743935,-4.458170694649482,1.244652115421395,-20757.3515625,b'j',b'j'
14,2454139.138692,99.87839853837977,1.0314617291249268,26816.91015625,b'j',b'j'
15,2454294.838854,58.126603899059305,0.9473193978611196,-26441.607421875,b'j',b'j'
16,2454300.807812,24.330606363252734,0.9633147015651925,-26871.921875,b'j',b'j'
17,2454313.819039,15.698255703815242,0.9459032828741558,-27037.546875,b'j',b'j'
18,2454335.760891,-19.5908232280362,0.9180218216837935,-24309.578125,b'j',b'j'
19,2454343.736076,-38.10641110399786,1.1836512472272531,-22463.6875,b'j',b'j'
20,2454545.061696597,-70.3266039122476,0.6305988465718672,15652.684250153068,b'j',b'j'
21,2454546.0565032572,-45.73865293660509,0.5962202602680977,15268.571345465723,b'j',b'j'
22,2454547.0493570245,-23.52447632343477,0.6035798729480185,14886.707908513525,b'j',b'j'
23,2454808.168727,-46.22498640221761,1.1980925600816723,19263.17578125,b'j',b'j'
24,2454927.95947,48.43014396858414,1.2141256786626944,8336.3837890625,b'j',b'j'
25,2454985.944895,92.96173914985104,1.1607130700545003,-17211.8125,b'j',b'j'
26,2455189.165855,99.81677447150383,0.9946225741380592,24013.123046875,b'j',b'j'
27,2455286.012383,-58.044594712426644,1.3761969794271987,11423.8876953125,b'j',b'j'
28,2455313.862696,-57.938730154166585,1.1501004722569683,-1061.9859619140625,b'j',b'j'
29,2455320.851159,-68.25684412005735,1.1732142488766777,-4271.7119140625,b'j',b'j'
30,2455343.792908,-68.6217657890167,1.1834113776164397,-14032.5859375,b'j',b'j'
31,2455375.747839,-74.21875802227962,1.2772628967099922,-23795.474609375,b'j',b'j'
32,2455395.878222,-94.30457285261883,1.2709326587838596,-26955.73828125,b'j',b'j'
33,2455433.72108,-55.83734078885377,1.114270091421838,-23786.923828125,b'j',b'j'
34,2455546.169353,14.57807487864605,1.4398606519136847,21714.228515625,b'j',b'j'
35,2455585.167642,18.521076578150257,1.0137437642600255,27790.591796875,b'j',b'j'
36,2455606.042735,30.99152282293369,1.1241119683384677,26134.548828125,b'j',b'j'
37,2455634.065416,8.03140582086877,1.1208006008701876,18248.05078125,b'j',b'j'
38,2455673.864954,-53.32372366345638,1.1503316014244538,1406.3199462890625,b'j',b'j'
39,2455700.799146,-41.278227778305514,1.0829752886385369,-10680.873046875,b'j',b'j'
40,2455733.803023,-49.2708935137397,1.3886424793649326,-22244.251953125,b'j',b'j'
41,2455762.775171,-22.37731543586175,1.0233261312481667,-26838.939453125,b'j',b'j'
42,2455789.735317,-17.061737713205993,1.2190197179005113,-25494.59765625,b'j',b'j'
43,2455961.164023,133.07526371899826,1.0679695256078952,27231.71484375,b'j',b'j'
44,2456000.046212,139.96527461111813,1.2896429025777536,18041.419921875,b'j',b'j'
45,2456073.800502,141.15357783809728,1.2837568929213468,-13878.1171875,b'j',b'j'
46,2456320.115784,-50.822450942881005,1.254736124769288,27796.6875,b'j',b'j'
47,2456478.768066,33.83744246082737,1.01717923707871,-25247.48828125,b'j',b'j'
48,2456710.01297,-19.222392398477012,1.0836151706237562,24471.380859375,b'j',b'j'
49,2456882.731328,134.24508576946863,1.0143761802846796,-25878.099609375,b'j',b'j'
50,2457065.134164,-17.48490573482087,1.2018484028559453,26236.91796875,b'j',b'j'
51,2457232.808775,-75.83881154583864,1.2828067269374934,-27112.8203125,b'j',b'j'
52,2457255.72104,-58.7218387855029,1.0929807331808248,-24659.03125,b'j',b'j'
53,2457415.182733,3.669779426227592,1.3227731502820308,27654.7578125,b'j',b'j'
54,2457594.840777,-57.025551761886106,1.1459794548754456,-27179.84375,b'j',b'j'
55,2458336.73077,18.054544795328326,0.9711987727752934,-26580.767578125,b'j',b'j'
56,2450983.826898,-19.060219053958335,1.4109239275640293,-21880.396484375,b'k',b'k'
57,2451200.13787,-27.602680449222007,1.8722573796813644,27880.91796875,b'k',b'k'
58,2451342.858356,56.63495993163737,2.1511336226947124,-20180.701171875,b'k',b'k'
59,2451370.829039,99.547954316403,1.8376613532864765,-26199.98828125,b'k',b'k'
60,2451409.746597,119.59345602538737,1.570699330900249,-25024.326171875,b'k',b'k'
61,2451410.749086,112.0274007275358,2.0037419342124947,-24852.556640625,b'k',b'k'
62,2451552.164572,62.670528168942056,1.791873434720927,26920.453125,b'k',b'k'
63,2451581.170093,7.236629243160806,1.5893997674998694,26889.748046875,b'k',b'k'
64,2451680.02544,-66.2173044726595,2.1957469386136506,-10003.5009765625,b'k',b'k'
65,2451974.161424,55.912593598629556,1.756278717645166,20515.029296875,b'k',b'k'
66,2451982.152755,26.182956452633462,1.4904923589818444,17769.94921875,b'k',b'k'
67,2452003.022743,6.647853608395181,1.8913640282682962,9437.744140625,b'k',b'k'
68,2452003.901551,22.99085592773112,1.9722675271161252,9351.5478515625,b'k',b'k'
69,2452005.130127,21.788089509274087,1.5012889245551402,8232.458984375,b'k',b'k'
70,2452061.878322,-46.39963174316732,1.560969074192667,-16348.85546875,b'k',b'k'
71,2452062.867454,-17.373790983889975,1.741038106938856,-16679.07421875,b'k',b'k'
72,2452096.775845,-34.70919061157552,1.7523988503275116,-25429.623046875,b'k',b'k'
73,2452098.847986,-36.09338403198568,1.5018864424826166,-25912.369140625,b'k',b'k'
74,2452128.766354,-5.77500558349935,1.9096820898894693,-26552.72265625,b'k',b'k'
75,2452162.723854,14.334666962887368,1.6897781672231371,-19452.21875,b'k',b'k'
76,2452308.172546,139.22135519530923,1.762581435739989,27242.083984375,b'k',b'k'
77,2452333.159734,110.07755636718424,1.6586988126669293,22430.59375,b'k',b'k'
78,2452335.117523,103.99335836913737,1.7394234730915887,21974.435546875,b'k',b'k'
79,2452362.994016,141.69990133788735,1.6627399802301306,11861.3037109375,b'k',b'k'
80,2452364.080197,140.00303244140298,1.639278711019999,11160.8447265625,b'k',b'k'
81,2452389.990556,96.50692343261393,1.6723405099411623,-577.791015625,b'k',b'k'
82,2452390.956887,101.02949118163737,1.7680138926987352,-939.5689697265625,b'k',b'k'
83,2452445.826458,78.55349325683268,1.6287978865219075,-22164.62890625,b'k',b'k'
